fa_atr,fa_rep,fa_sol,fa_intra_atr_xover4,fa_intra_rep_xover4,fa_intra_sol_xover4,lk_ball,lk_ball_iso,lk_ball_bridge,lk_ball_bridge_uncpl,fa_elec,fa_intra_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,omega,fa_dun_dev,fa_dun_rot,fa_dun_semi,p_aa_pp,hxl_tors,ref,rama_prepro,total_score,all_cst,corrected_ddg,L_SASA,substrate_SASA,H2O_hbond,O2_hbond,oxy_hbond,cms,cms_per_atom,sc,nlr_dE,nlr_totrms,nlr_SR1_rms,nlr_SR2_rms,nlr_SR3_rms,score_per_res,description
-1505.41,221.078,1070.445,-92.91,84.22,64.794,663.549,1631.788,5.84,41.161,-530.844,-64.299,0.867,-136.006,-65.863,-35.538,-39.762,0.0,61.065,53.547,161.686,302.158,-93.61,40.38,-36.613,28.283,-805.89,3.434,-23.19,0.105,47.207,0.0,0.0,0.0,276.93,7.101,0.692,10.326,0.787,2.476,0.724,0.484,-3.16,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_1
-1517.58,223.129,1070.262,-93.998,90.751,66.743,667.321,1636.337,5.866,39.291,-536.437,-63.332,0.972,-137.139,-66.311,-34.442,-43.658,0.0,60.293,55.562,162.173,301.754,-95.683,32.226,-25.657,21.274,-820.082,4.363,-27.579,0.116,27.758,0.0,0.0,0.0,261.194,6.697,0.713,14.792,0.553,2.018,1.14,0.583,-3.216,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_2
-1513.062,224.158,1064.008,-93.318,91.83,65.283,661.807,1632.73,6.502,42.588,-529.246,-64.186,0.979,-136.737,-65.516,-34.672,-40.002,0.0,63.143,54.89,166.407,299.749,-96.82,32.353,-25.755,25.083,-811.673,3.614,-27.256,0.101,25.013,0.0,0.0,0.0,268.494,6.884,0.721,12.947,0.707,1.994,1.125,0.874,-3.183,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_3
-1500.827,229.293,1077.011,-93.025,89.855,65.703,665.242,1633.032,5.941,40.568,-534.544,-60.872,0.879,-134.409,-66.078,-33.683,-42.695,0.0,62.524,54.049,173.203,293.32,-92.403,36.555,-35.262,23.362,-786.33,3.338,-19.509,0.109,35.227,0.0,0.0,0.0,242.093,6.208,0.606,10.744,0.705,1.842,1.372,0.63,-3.084,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_4
-1493.007,222.616,1081.748,-94.083,90.149,67.27,661.958,1631.074,5.877,40.593,-538.926,-61.683,0.876,-134.091,-65.272,-34.031,-43.873,0.0,62.672,56.873,169.647,304.308,-92.109,35.519,-40.626,25.835,-781.733,2.756,-21.328,0.134,39.828,0.0,0.0,0.0,242.727,6.224,0.626,6.674,0.967,2.122,3.377,0.402,-3.066,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_5
-1506.789,220.46,1071.539,-94.16,83.818,66.401,660.64,1629.53,5.338,36.353,-535.225,-62.616,0.852,-135.261,-65.122,-33.055,-39.463,0.0,64.498,56.677,167.252,303.828,-91.453,35.424,-36.282,28.209,-798.901,3.699,-19.805,0.138,44.973,0.0,1.0,0.0,249.478,6.397,0.713,6.121,0.749,2.479,3.382,0.366,-3.133,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_6
-1490.905,217.092,1077.642,-91.298,82.128,63.945,660.141,1628.417,5.911,41.906,-536.831,-62.495,0.865,-134.688,-65.371,-34.587,-39.248,0.0,63.249,57.566,162.171,304.449,-91.887,35.555,-40.904,29.257,-791.405,3.233,-19.563,0.146,40.733,0.0,0.0,0.0,229.556,5.886,0.587,1.448,0.826,1.848,1.234,0.269,-3.104,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_7
-1498.988,219.949,1067.927,-92.529,85.212,65.529,662.183,1627.33,6.409,45.175,-533.559,-63.443,0.888,-135.496,-63.808,-34.556,-42.033,0.0,57.987,55.23,158.733,312.42,-95.962,32.774,-37.631,17.668,-812.499,3.787,-27.017,0.132,18.519,0.0,0.0,0.0,255.709,6.557,0.697,14.261,0.888,1.776,0.826,1.604,-3.186,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_8
-1500.265,219.377,1065.4,-92.225,84.94,65.124,661.629,1627.284,6.563,46.844,-527.938,-65.469,0.868,-136.506,-63.945,-34.465,-40.488,0.0,61.277,53.976,159.274,307.272,-97.477,34.466,-34.571,19.548,-812.027,3.568,-26.407,0.142,27.717,0.0,0.0,0.0,244.799,6.277,0.668,14.516,0.852,1.775,1.118,0.443,-3.184,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_9_model_4_ptm_seed_0_unrelaxed_PSZ_1_9
-1500.325,228.751,1050.132,-87.438,78.14,59.488,659.135,1614.508,5.246,35.976,-533.395,-62.599,2.306,-130.545,-73.874,-34.644,-33.705,0.0,49.139,51.975,162.227,268.414,-93.546,51.002,-29.731,46.643,-816.31,2.064,-20.178,0.085,23.389,0.0,2.0,1.0,239.236,6.134,0.536,8.682,0.486,1.384,1.593,1.617,-3.189,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_0
-1502.589,230.576,1054.103,-88.742,81.03,60.482,659.877,1618.968,5.287,36.531,-531.593,-63.837,2.27,-131.683,-73.08,-35.266,-35.605,0.0,47.949,50.364,163.438,273.702,-92.78,53.202,-32.383,47.295,-812.175,3.438,-20.402,0.096,22.6,0.0,2.0,1.0,241.723,6.198,0.579,8.978,0.589,1.37,1.613,0.274,-3.173,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_1
-1505.804,231.988,1055.621,-88.305,79.597,60.466,660.789,1622.061,5.53,39.103,-524.786,-66.546,2.359,-131.253,-72.632,-34.917,-35.914,0.0,47.105,49.587,165.485,270.349,-94.321,55.66,-34.844,49.555,-811.411,0.654,-19.954,0.099,15.873,0.0,1.0,0.0,235.179,6.03,0.596,8.63,0.393,1.419,1.623,0.273,-3.17,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_2
-1506.301,231.561,1055.166,-88.668,79.477,61.354,660.521,1622.28,5.545,39.217,-525.851,-66.983,2.36,-131.372,-72.268,-34.74,-35.812,0.0,45.796,50.866,163.701,273.03,-93.604,55.778,-34.609,47.531,-812.719,0.652,-19.695,0.1,15.299,0.0,2.0,1.0,236.609,6.067,0.588,8.093,0.537,1.504,1.619,1.612,-3.175,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_3
-1488.533,228.295,1067.739,-86.797,79.691,60.547,664.312,1619.274,5.418,37.648,-528.636,-70.243,2.44,-131.503,-76.583,-33.134,-34.383,0.0,42.116,50.026,164.535,281.085,-93.305,54.89,-39.058,45.069,-786.974,0.639,-18.644,0.109,20.346,0.0,2.0,1.0,250.781,6.43,0.558,5.927,0.709,1.642,1.467,1.466,-3.074,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_4
-1490.668,223.57,1050.385,-87.425,77.724,60.956,658.423,1609.754,5.095,35.116,-520.046,-70.282,2.411,-130.367,-74.136,-35.477,-31.928,0.0,47.215,51.016,160.965,287.685,-91.746,50.281,-38.385,46.444,-795.741,2.076,-19.82,0.099,26.096,0.0,0.0,0.0,257.273,6.597,0.507,7.505,1.005,1.669,1.631,0.447,-3.108,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_5
-1504.812,232.569,1043.611,-87.979,81.786,59.251,659.4,1612.458,5.34,37.329,-530.589,-65.952,2.37,-130.685,-72.778,-35.649,-33.986,0.0,49.733,53.28,158.489,277.408,-95.2,51.762,-27.214,48.226,-815.823,2.272,-20.806,0.08,21.983,0.0,2.0,1.0,254.16,6.517,0.554,8.848,0.445,1.645,1.609,0.368,-3.187,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_6
-1504.438,228.944,1037.292,-88.465,80.965,59.229,656.707,1608.733,5.154,36.303,-524.331,-64.971,2.384,-130.816,-73.665,-34.406,-33.744,0.0,50.747,57.185,160.171,268.611,-95.614,50.929,-23.091,49.654,-816.31,1.504,-21.16,0.09,17.185,0.0,2.0,1.0,264.541,6.783,0.593,9.965,0.375,1.358,1.632,1.659,-3.189,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_7
-1487.533,223.97,1056.468,-86.336,74.721,60.333,658.908,1614.258,4.929,33.138,-524.784,-73.432,2.4,-130.014,-75.31,-32.811,-36.002,0.0,46.521,53.183,159.021,278.758,-93.408,54.216,-34.674,45.179,-799.458,1.201,-19.865,0.114,22.543,0.0,1.0,0.0,264.2,6.774,0.542,12.233,0.279,1.67,1.223,0.247,-3.123,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_8
-1478.846,219.644,1047.585,-85.328,71.602,58.529,659.555,1603.722,5.367,36.366,-525.885,-69.196,2.492,-130.202,-77.03,-34.854,-34.752,0.0,47.56,51.026,155.57,280.97,-91.479,54.243,-37.466,46.699,-803.323,2.773,-19.636,0.126,29.084,0.0,0.0,0.0,239.021,6.129,0.546,8.961,0.455,1.463,1.607,0.165,-3.138,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_0_9
-1486.855,226.497,1051.836,-85.247,78.018,58.675,661.763,1612.768,5.326,37.351,-532.802,-69.338,2.314,-130.998,-77.686,-34.977,-34.435,0.0,46.517,48.992,157.472,275.307,-91.929,54.84,-34.709,48.265,-810.829,1.984,-23.282,0.11,18.633,0.0,1.0,0.0,252.846,6.483,0.693,16.535,0.354,1.581,1.583,1.499,-3.167,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_0
-1492.69,224.145,1056.097,-86.347,75.639,58.919,663.82,1614.412,5.02,35.601,-536.824,-67.396,2.344,-130.936,-78.163,-35.18,-34.764,0.0,47.15,49.545,162.586,270.468,-93.795,54.573,-35.603,44.586,-820.242,3.278,-22.89,0.114,19.565,0.0,0.0,0.0,260.578,6.681,0.634,15.911,0.348,1.588,1.574,1.554,-3.204,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_1
-1508.4,227.968,1053.755,-88.499,79.963,60.421,664.517,1618.057,5.653,38.937,-532.936,-69.746,2.482,-131.197,-76.486,-37.294,-38.187,0.0,46.398,50.908,164.242,277.931,-93.46,51.92,-32.874,46.151,-830.206,1.795,-26.091,0.066,10.358,0.0,1.0,0.0,276.119,7.08,0.677,17.178,0.541,1.674,0.49,1.602,-3.243,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_2
-1514.298,227.355,1062.33,-88.715,79.39,60.416,665.184,1625.704,5.342,37.231,-537.858,-70.316,2.56,-130.82,-76.494,-37.497,-36.911,0.0,51.311,51.91,166.676,274.661,-94.229,52.006,-32.795,45.232,-832.397,2.16,-26.842,0.071,13.74,0.0,1.0,0.0,279.617,7.17,0.714,20.242,0.53,1.663,0.437,1.563,-3.252,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_3
-1500.573,226.654,1062.209,-89.301,81.486,62.355,663.517,1622.891,5.476,37.723,-537.424,-65.498,2.272,-131.897,-75.633,-35.054,-36.27,0.0,47.554,51.008,159.876,286.169,-89.644,51.768,-36.152,51.65,-805.79,0.897,-23.516,0.094,12.826,0.0,1.0,0.0,284.222,7.288,0.622,15.32,0.363,1.682,1.581,0.36,-3.148,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_4
-1501.549,226.819,1057.463,-87.882,79.634,60.5,662.361,1619.86,5.296,36.468,-530.828,-66.111,2.348,-130.983,-76.897,-35.388,-34.689,0.0,48.666,52.73,156.724,286.86,-91.272,50.865,-35.864,52.687,-806.563,0.916,-23.309,0.091,10.461,0.0,1.0,0.0,274.972,7.051,0.658,12.795,0.629,1.609,1.587,1.38,-3.151,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_5
-1491.795,225.541,1052.94,-87.327,78.663,60.502,667.564,1614.907,4.888,33.949,-540.57,-68.847,2.363,-131.942,-79.023,-36.307,-35.669,0.0,45.795,48.223,163.474,267.539,-97.485,54.354,-31.727,40.687,-828.411,3.429,-22.799,0.124,21.154,0.0,0.0,0.0,266.442,6.832,0.64,16.233,0.349,1.567,1.566,1.558,-3.236,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_6
-1489.344,226.678,1049.708,-86.096,76.599,59.097,665.163,1613.864,4.975,35.112,-535.027,-69.581,2.35,-131.832,-78.323,-36.698,-33.724,0.0,51.278,49.195,157.695,274.388,-94.574,54.411,-31.436,43.931,-816.948,2.597,-24.014,0.112,17.193,0.0,1.0,0.0,262.191,6.723,0.675,17.851,0.912,1.568,1.567,1.545,-3.191,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_7
-1499.907,224.895,1074.457,-88.334,78.215,61.41,671.154,1630.429,5.498,38.057,-544.759,-71.026,2.509,-130.904,-74.996,-40.778,-38.764,0.0,49.212,50.368,171.613,273.38,-94.289,51.369,-42.574,54.318,-819.752,1.796,-23.321,0.081,17.845,0.0,1.0,0.0,264.198,6.774,0.666,13.6,0.772,1.632,1.669,1.523,-3.202,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_8
-1502.693,225.277,1060.9,-88.573,77.813,60.481,665.953,1621.257,5.406,37.273,-536.741,-70.038,2.541,-131.166,-74.814,-39.057,-36.682,0.0,50.436,51.647,168.103,270.671,-95.752,48.919,-32.913,48.309,-825.513,1.667,-24.29,0.074,18.238,0.0,1.0,0.0,275.508,7.064,0.691,15.382,0.878,1.625,1.666,0.283,-3.225,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_2_model_4_ptm_seed_0_unrelaxed_PSZ_1_9
-1482.536,219.134,1105.49,-89.55,77.367,70.055,666.664,1632.292,6.436,41.768,-514.732,-81.279,3.678,-133.128,-63.921,-33.54,-34.461,0.0,50.467,56.351,153.106,301.382,-108.349,40.576,-54.551,49.831,-753.384,4.506,-22.525,0.119,29.101,0.0,2.0,1.0,264.47,6.781,0.72,7.509,0.815,1.557,1.669,1.54,-2.931,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_0
-1489.624,220.372,1130.248,-89.875,76.778,69.809,664.543,1645.308,6.996,43.427,-515.795,-78.92,3.67,-132.443,-64.682,-34.207,-32.785,0.0,52.858,58.754,167.388,294.097,-107.146,38.221,-60.773,48.484,-741.879,4.142,-20.883,0.1,23.257,0.0,1.0,0.0,249.664,6.402,0.766,2.864,0.699,1.544,1.675,1.57,-2.887,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_1
-1494.053,222.689,1112.692,-90.282,75.737,69.147,668.837,1646.033,5.981,38.875,-521.821,-77.876,3.767,-131.524,-64.537,-32.668,-36.492,0.0,54.06,56.559,152.651,300.408,-110.71,36.075,-36.901,49.683,-751.745,3.058,-27.565,0.065,20.012,0.0,2.0,1.0,286.43,7.344,0.658,14.574,0.587,1.563,1.838,1.583,-2.925,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_2
-1481.309,221.757,1110.759,-90.785,77.507,69.667,665.502,1637.044,5.807,39.174,-515.928,-79.368,3.701,-131.543,-65.008,-32.321,-38.379,0.0,51.92,55.045,153.106,294.911,-111.062,39.062,-40.836,46.462,-746.649,3.175,-25.98,0.101,33.938,0.0,2.0,1.0,250.651,6.427,0.659,13.932,0.528,1.582,1.668,1.589,-2.905,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_3
-1484.416,218.126,1096.23,-91.917,80.359,69.947,656.294,1622.301,6.158,38.529,-493.022,-76.838,3.857,-132.841,-61.535,-34.492,-33.033,0.0,53.816,57.681,159.523,307.388,-111.222,35.802,-43.674,42.69,-728.098,2.563,-24.176,0.084,29.097,0.0,2.0,1.0,290.493,7.449,0.733,9.625,0.529,1.624,1.616,0.672,-2.833,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_4
-1486.419,216.611,1106.632,-91.417,79.64,70.439,662.677,1633.8,6.558,40.926,-503.301,-78.604,3.713,-132.824,-65.013,-33.258,-32.319,0.0,52.831,59.628,160.258,310.426,-110.204,37.994,-49.966,40.234,-734.004,3.632,-26.018,0.099,33.932,0.0,2.0,1.0,256.7,6.582,0.732,10.586,0.473,1.591,1.646,1.56,-2.856,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_5
-1462.325,215.707,1106.885,-89.949,79.158,67.306,657.149,1610.211,5.964,39.854,-524.879,-70.28,3.996,-131.961,-62.215,-34.175,-41.222,0.0,59.735,57.039,159.059,306.841,-107.339,45.502,-70.036,58.621,-730.516,0.447,-25.622,0.082,29.729,0.0,1.0,0.0,293.296,7.52,0.753,11.517,0.735,1.49,1.718,0.368,-2.842,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_6
-1467.108,216.309,1099.047,-91.655,82.089,69.9,654.321,1607.584,6.729,42.573,-510.839,-72.337,3.77,-130.838,-61.04,-33.796,-38.855,0.0,55.134,55.567,161.197,313.881,-108.124,41.67,-63.164,53.057,-722.646,0.689,-25.659,0.086,27.888,0.0,1.0,0.0,302.721,7.762,0.771,12.578,0.989,0.766,1.706,1.596,-2.812,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_7
-1470.979,216.717,1098.927,-89.706,78.653,66.52,654.812,1610.863,5.633,36.267,-502.214,-71.62,3.897,-131.537,-62.545,-35.267,-37.666,0.0,59.439,57.15,159.483,297.949,-107.593,47.263,-63.807,58.062,-723.865,0.377,-24.606,0.089,32.28,0.0,1.0,0.0,295.023,7.565,0.76,7.397,0.695,1.594,1.738,1.616,-2.817,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_8
-1461.884,214.12,1098.561,-89.622,79.66,66.717,656.097,1606.745,5.804,37.139,-507.595,-70.636,3.743,-131.76,-61.916,-35.298,-39.064,0.0,60.822,56.073,163.488,301.632,-104.577,44.886,-62.655,49.498,-716.768,0.393,-23.96,0.098,35.518,0.0,1.0,0.0,282.861,7.253,0.74,10.859,0.47,1.636,1.591,0.478,-2.789,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_0_9
-1477.252,223.334,1105.249,-89.69,78.841,67.159,666.415,1624.927,5.862,37.499,-525.81,-77.853,3.851,-132.668,-62.68,-36.726,-37.153,0.0,58.29,53.562,158.889,301.055,-109.15,39.479,-55.259,49.597,-752.139,1.827,-25.496,0.074,28.664,0.0,3.0,1.0,295.294,7.572,0.763,14.174,0.565,1.683,1.541,0.564,-2.927,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_0
-1479.656,223.365,1103.299,-90.039,79.847,69.236,664.276,1627.67,5.998,39.298,-523.397,-78.719,3.798,-132.775,-62.388,-34.949,-37.603,0.0,55.091,53.007,152.94,308.509,-109.259,37.616,-48.751,49.45,-750.974,1.895,-25.469,0.075,30.428,0.0,3.0,1.0,295.535,7.578,0.733,14.162,0.521,1.079,1.656,1.582,-2.922,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_1
-1490.752,216.886,1108.682,-88.052,78.741,65.809,665.608,1635.133,6.596,41.77,-524.794,-77.619,3.692,-132.06,-66.124,-36.629,-36.523,0.0,48.978,58.155,160.817,307.987,-106.535,40.235,-50.675,49.426,-760.427,3.754,-28.33,0.093,33.714,0.0,2.0,1.0,271.391,6.959,0.739,16.084,0.651,1.548,1.795,1.687,-2.959,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_2
-1488.7,216.022,1104.712,-87.896,79.634,65.353,661.873,1635.876,6.698,41.959,-508.758,-75.756,3.697,-132.239,-64.423,-35.154,-34.227,0.0,50.766,54.603,159.317,295.944,-108.161,43.132,-49.538,47.457,-753.316,3.195,-26.83,0.096,35.38,0.0,2.0,1.0,260.152,6.671,0.771,15.755,0.549,1.517,1.815,1.582,-2.931,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_3
-1482.418,213.677,1113.131,-89.216,80.479,66.731,664.132,1626.909,6.724,42.081,-517.76,-73.688,3.884,-133.681,-64.159,-34.359,-36.222,0.0,51.443,58.982,163.201,301.652,-105.27,35.78,-55.24,53.002,-740.792,2.482,-26.559,0.096,36.257,0.0,2.0,1.0,269.63,6.914,0.749,7.024,0.72,1.603,1.8,1.67,-2.882,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_4
-1486.949,215.106,1121.167,-89.206,78.837,67.965,663.887,1636.614,6.412,41.123,-514.369,-75.54,3.842,-132.841,-63.846,-36.667,-36.49,0.0,48.182,58.649,162.317,305.7,-106.519,37.78,-56.736,51.087,-740.118,2.148,-27.157,0.087,34.3,0.0,2.0,1.0,283.112,7.259,0.694,9.704,0.457,1.602,1.8,1.637,-2.88,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_5
-1478.743,222.333,1104.19,-90.421,79.056,67.785,660.263,1621.756,6.044,40.462,-517.923,-74.504,3.818,-132.459,-63.254,-34.283,-35.626,0.0,58.429,57.626,161.303,302.859,-107.842,37.376,-56.902,49.977,-742.566,2.448,-26.704,0.074,30.747,0.0,2.0,1.0,296.89,7.613,0.726,9.769,0.805,1.07,1.568,1.566,-2.889,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_6
-1479.426,220.48,1108.46,-91.752,80.433,68.784,658.189,1623.635,6.086,41.079,-517.323,-74.111,3.726,-131.126,-61.63,-34.332,-36.963,0.0,53.473,57.761,164.067,305.102,-107.633,38.373,-56.509,50.207,-736.767,2.381,-27.171,0.076,30.355,0.0,2.0,1.0,291.913,7.485,0.709,11.552,0.664,1.653,1.556,0.513,-2.867,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_7
-1481.867,218.795,1101.387,-91.059,81.21,70.638,661.81,1625.499,6.483,41.674,-513.98,-76.201,3.69,-133.083,-66.208,-35.707,-36.165,0.0,57.712,58.875,157.309,308.811,-106.138,35.951,-48.968,45.986,-743.359,2.838,-25.48,0.081,30.566,0.0,3.0,1.0,265.596,6.81,0.715,6.738,0.775,1.53,1.697,1.648,-2.892,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_8
-1485.556,215.535,1103.011,-90.02,80.367,68.824,661.189,1628.76,6.496,43.522,-516.399,-76.005,3.768,-132.998,-64.862,-35.829,-36.147,0.0,54.07,60.64,161.546,300.784,-107.599,38.486,-51.987,48.634,-755.303,3.227,-27.624,0.088,33.303,0.0,3.0,1.0,266.076,6.822,0.706,11.194,0.64,1.569,1.762,1.614,-2.939,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_2_0_7_model_4_ptm_seed_0_unrelaxed_PSZ_1_9
-1479.843,220.81,1066.023,-85.073,150.726,61.023,656.153,1613.721,5.761,36.37,-526.097,-68.227,1.797,-130.244,-72.286,-35.02,-30.144,0.0,41.453,52.488,163.551,291.422,-103.805,50.859,-50.743,47.251,-748.612,0.179,-21.392,0.197,47.517,0.0,1.0,0.0,224.031,5.744,0.638,3.626,0.639,1.563,0.511,1.68,-2.924,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_0
-1486.714,223.536,1067.929,-85.933,150.713,60.922,656.083,1618.211,6.584,40.861,-531.553,-66.492,1.838,-130.408,-71.551,-34.785,-31.101,0.0,42.204,50.98,164.726,282.555,-101.881,53.368,-43.755,47.612,-756.244,0.272,-20.874,0.174,47.111,0.0,1.0,0.0,229.751,5.891,0.604,8.02,0.643,1.581,0.561,1.666,-2.954,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_1
