N      ['d7', 'd8', 'd17', 'd77']        Energy            Comment
8795	[-108.0, 27.0, -153.0, -140.0]		Rejected due to clashes.
8796	[123.0, -121.0, -73.0, -173.0]		Rejected due to clashes.
8797	[-179.0, 175.0, -160.0, -132.0]		Rejected due to clashes.
8798	[-154.0, 124.0, 117.0, 126.0]	-140.650332219602	Rejected due to high energy.
8799	[-149.0, 19.0, 15.0, -71.0]		Rejected due to clashes.
8800	[-22.0, -170.0, -7.0, 60.0]		Rejected due to clashes.
8801	[-20.0, -99.0, -14.0, 179.0]		Rejected due to clashes.
8802	[-34.0, -157.0, 176.0, 172.0]		Rejected due to clashes.
8803	[-21.0, -15.0, 166.0, 155.0]		Rejected due to clashes.
8804	[-3.0, 45.0, 88.0, 179.0]		Rejected due to clashes.
8805	[166.0, 102.0, -147.0, -10.0]	-140.381355719336	Rejected due to high energy.
8806	[177.0, 166.0, 22.0, -158.0]	-140.760651612603	Rejected due to high energy.
8807	[-167.0, -112.0, 88.0, 42.0]		Rejected due to clashes.
8808	[-10.0, -110.0, -9.0, -27.0]		Rejected due to clashes.
8809	[-137.0, 61.0, 78.0, -111.0]		Rejected due to clashes.
8810	[-127.0, 133.0, -56.0, 36.0]		Rejected due to clashes.
8811	[-68.0, -77.0, 52.0, 159.0]		Rejected due to clashes.
8812	[-62.0, 167.0, 89.0, 150.0]		Rejected due to clashes.
8813	[-95.0, 66.0, -34.0, 37.0]		Rejected due to clashes.
8814	[-93.0, -75.0, 22.0, -126.0]		Rejected due to clashes.
8815	[12.0, 69.0, 155.0, -154.0]		Rejected due to clashes.
8816	[-91.0, 1.0, 23.0, 74.0]		Rejected due to clashes.
8817	[-134.0, -167.0, -161.0, -104.0]		Rejected due to clashes.
8818	[72.0, -24.0, 7.0, 156.0]		Rejected due to clashes.
8819	[79.0, 161.0, 163.0, 69.0]		Rejected due to clashes.
8820	[153.0, -69.0, 145.0, 152.0]	-140.417071780335	Rejected due to high energy.
8821	[17.0, -108.0, 67.0, -39.0]		Rejected due to clashes.
8822	[0.0, -124.0, 18.0, 127.0]		Rejected due to clashes.
8823	[173.0, 77.0, 93.0, 99.0]	-140.755272404582	Rejected due to high energy.
8824	[126.0, 124.0, -114.0, 177.0]	-140.673468772935	Rejected due to high energy.
8825	[43.0, 84.0, -36.0, 68.0]		Rejected due to clashes.
8826	[7.0, 143.0, 169.0, -146.0]		Rejected due to clashes.
8827	[53.0, -95.0, -49.0, 139.0]		Rejected due to clashes.
8828	[-139.0, -180.0, 108.0, 147.0]		Rejected due to clashes.
8829	[150.0, 98.0, -102.0, -118.0]	-140.709389529828	Rejected due to high energy.
8830	[9.0, 50.0, -146.0, 132.0]		Rejected due to clashes.
8831	[-86.0, -138.0, -85.0, -144.0]		Rejected due to clashes.
8832	[41.0, 141.0, -116.0, -90.0]		Rejected due to clashes.
8833	[-172.0, -115.0, 130.0, 133.0]	-140.60292660559	Rejected due to high energy.
8834	[-83.0, -62.0, -129.0, -57.0]		Rejected due to clashes.
8835	[102.0, -59.0, -82.0, -167.0]	-140.757646848352	Rejected due to high energy.
8836	[-33.0, -121.0, 55.0, 169.0]		Rejected due to clashes.
8837	[180.0, 121.0, -100.0, 51.0]	-140.712689818897	Rejected due to high energy.
8838	[173.0, -76.0, -157.0, 133.0]		Rejected due to clashes.
8839	[21.0, 83.0, -133.0, -160.0]		Rejected due to clashes.
8840	[135.0, 30.0, 75.0, -96.0]	-140.759141828062	Rejected due to high energy.
8841	[170.0, -104.0, -59.0, -36.0]		Rejected due to clashes.
8842	[-45.0, -149.0, -70.0, -71.0]		Rejected due to clashes.
8843	[65.0, 123.0, -160.0, -24.0]		Rejected due to clashes.
8844	[74.0, -145.0, 157.0, 74.0]		Rejected due to clashes.
8845	[116.0, 11.0, 98.0, -5.0]		Rejected due to clashes.
8846	[-18.0, 132.0, -161.0, 27.0]		Rejected due to clashes.
8847	[-21.0, -42.0, -71.0, 138.0]		Rejected due to clashes.
8848	[-9.0, 85.0, 12.0, -65.0]		Rejected due to clashes.
8849	[85.0, -177.0, 129.0, 80.0]		Rejected due to clashes.
8850	[-37.0, -155.0, -62.0, -139.0]		Rejected due to clashes.
8851	[-49.0, -128.0, -125.0, -152.0]		Rejected due to clashes.
8852	[168.0, 23.0, -11.0, 131.0]		Rejected due to clashes.
8853	[3.0, 66.0, -137.0, 73.0]		Rejected due to clashes.
8854	[-94.0, 66.0, 48.0, -125.0]		Rejected due to clashes.
8855	[-62.0, 141.0, -99.0, -137.0]		Rejected due to clashes.
8856	[53.0, -37.0, -153.0, -97.0]		Rejected due to clashes.
8857	[-84.0, 163.0, 83.0, -140.0]		Rejected due to clashes.
8858	[94.0, 1.0, 141.0, -149.0]		Rejected due to clashes.
8859	[135.0, 74.0, 48.0, 169.0]	-140.77569576873	Rejected due to high energy.
8860	[54.0, -118.0, 40.0, -156.0]	-140.750958236643	Rejected due to high energy.
8861	[-148.0, -45.0, 53.0, 26.0]	-140.748011260769	Rejected due to high energy.
8862	[-120.0, 93.0, 172.0, 34.0]		Rejected due to clashes.
8863	[28.0, 58.0, -164.0, 59.0]		Rejected due to clashes.
8864	[62.0, 115.0, 4.0, -31.0]		Rejected due to clashes.
8865	[-36.0, -40.0, 152.0, -140.0]		Rejected due to clashes.
8866	[175.0, 25.0, -64.0, -173.0]		Rejected due to clashes.
8867	[-114.0, -143.0, -53.0, -3.0]		Rejected due to clashes.
8868	[-79.0, -39.0, -118.0, 156.0]		Rejected due to clashes.
8869	[-74.0, 69.0, -70.0, 97.0]		Rejected due to clashes.
8870	[143.0, -98.0, 137.0, -59.0]	-140.559780333181	Rejected due to high energy.
8871	[-145.0, -128.0, -91.0, -105.0]		Rejected due to clashes.
8872	[35.0, 36.0, 84.0, -1.0]		Rejected due to clashes.
8873	[151.0, 136.0, 126.0, -3.0]	-140.306545433404	Rejected due to high energy.
8874	[147.0, 134.0, -83.0, 100.0]	-140.734360090087	Rejected due to high energy.
8875	[-30.0, -104.0, 79.0, 152.0]		Rejected due to clashes.
8876	[-120.0, -75.0, 112.0, -89.0]		Rejected due to clashes.
8877	[-150.0, 128.0, -68.0, -143.0]	-140.55816819366	Rejected due to high energy.
8878	[12.0, 61.0, 73.0, 164.0]		Rejected due to clashes.
8879	[-29.0, 163.0, 159.0, -70.0]		Rejected due to clashes.
8880	[-118.0, -30.0, -149.0, -119.0]		Rejected due to clashes.
8881	[-101.0, -155.0, 72.0, -77.0]		Rejected due to clashes.
8882	[155.0, -29.0, -157.0, 22.0]		Rejected due to clashes.
8883	[-110.0, -115.0, 49.0, -112.0]		Rejected due to clashes.
8884	[95.0, -18.0, -91.0, -83.0]	-140.698477477206	Rejected due to high energy.
8885	[156.0, 141.0, 75.0, 123.0]	-140.782632067252	Rejected due to high energy.
8886	[-150.0, -102.0, -5.0, 87.0]	-140.64446595505	Rejected due to high energy.
8887	[21.0, -114.0, 107.0, 143.0]		Rejected due to clashes.
8888	[-47.0, -31.0, -123.0, -4.0]		Rejected due to clashes.
8889	[-99.0, 94.0, 144.0, 124.0]		Rejected due to clashes.
8890	[-89.0, 167.0, -103.0, 111.0]		Rejected due to clashes.
8891	[-115.0, 38.0, -87.0, -116.0]		Rejected due to clashes.
8892	[-112.0, 23.0, 160.0, -27.0]		Rejected due to clashes.
8893	[171.0, -110.0, -38.0, 86.0]		Rejected due to clashes.
8894	[-33.0, -66.0, 100.0, 56.0]		Rejected due to clashes.
8895	[174.0, -43.0, 78.0, -48.0]	-140.77990584443	Rejected due to high energy.
8896	[147.0, -66.0, -27.0, -43.0]	-140.570354812412	Rejected due to high energy.
8897	[146.0, 148.0, 179.0, -180.0]		Rejected due to clashes.
8898	[51.0, -53.0, -39.0, -157.0]		Rejected due to clashes.
8899	[-30.0, 123.0, -7.0, -42.0]		Rejected due to clashes.
8900	[11.0, 49.0, -177.0, -5.0]		Rejected due to clashes.
8901	[18.0, -120.0, -178.0, -103.0]		Rejected due to clashes.
8902	[177.0, 177.0, 132.0, -123.0]		Rejected due to clashes.
8903	[-166.0, -129.0, 28.0, -151.0]		Rejected due to clashes.
8904	[-144.0, -25.0, 100.0, -152.0]		Rejected due to clashes.
8905	[40.0, -163.0, 142.0, -106.0]		Rejected due to clashes.
8906	[-164.0, 128.0, -36.0, -180.0]		Rejected due to clashes.
8907	[-27.0, -89.0, 45.0, 95.0]		Rejected due to clashes.
8908	[88.0, 158.0, 40.0, -110.0]	-140.730994448846	Rejected due to high energy.
8909	[-172.0, 73.0, 66.0, 28.0]		Rejected due to clashes.
8910	[-171.0, 82.0, -170.0, 31.0]		Rejected due to clashes.
8911	[135.0, -27.0, 55.0, -8.0]	-140.728262997375	Rejected due to high energy.
8912	[-167.0, -115.0, 18.0, 154.0]		Rejected due to clashes.
8913	[154.0, -134.0, 157.0, 35.0]		Rejected due to clashes.
8914	[-19.0, 128.0, 37.0, 92.0]		Rejected due to clashes.
8915	[11.0, -49.0, 58.0, 125.0]		Rejected due to clashes.
8916	[-175.0, 81.0, 19.0, -52.0]		Rejected due to clashes.
8917	[35.0, 75.0, 38.0, -58.0]		Rejected due to clashes.
8918	[96.0, 102.0, -32.0, 29.0]		Rejected due to clashes.
8919	[-33.0, 163.0, 36.0, -21.0]		Rejected due to clashes.
8920	[-50.0, 109.0, -115.0, -148.0]		Rejected due to clashes.
8921	[-137.0, -59.0, -67.0, 115.0]		Rejected due to clashes.
8922	[35.0, 23.0, 68.0, 48.0]		Rejected due to clashes.
8923	[51.0, -53.0, -82.0, 171.0]	-140.340122422245	Rejected due to high energy.
8924	[-4.0, -14.0, 3.0, 8.0]		Rejected due to clashes.
8925	[-76.0, -89.0, -84.0, 115.0]		Rejected due to clashes.
8926	[167.0, -78.0, 154.0, 17.0]		Rejected due to clashes.
8927	[145.0, 74.0, 13.0, 178.0]		Rejected due to clashes.
8928	[87.0, 152.0, 105.0, -173.0]		Rejected due to clashes.
8929	[-34.0, 153.0, -138.0, 29.0]		Rejected due to clashes.
8930	[-140.0, 148.0, -167.0, -94.0]		Rejected due to clashes.
8931	[175.0, -111.0, 109.0, 30.0]	-140.381286117634	Rejected due to high energy.
8932	[43.0, 172.0, -79.0, 70.0]		Rejected due to clashes.
8933	[53.0, -60.0, 102.0, 40.0]		Rejected due to clashes.
8934	[-119.0, 55.0, 93.0, -158.0]		Rejected due to clashes.
8935	[-49.0, -13.0, 73.0, -89.0]		Rejected due to clashes.
8936	[-45.0, -110.0, -13.0, -48.0]		Rejected due to clashes.
8937	[-121.0, 60.0, -32.0, 117.0]	-140.477908605986	Rejected due to high energy.
8938	[68.0, 50.0, -93.0, -138.0]	-140.777566613311	Rejected due to high energy.
8939	[32.0, -18.0, 11.0, -158.0]		Rejected due to clashes.
8940	[28.0, 143.0, -40.0, 136.0]		Rejected due to clashes.
8941	[-103.0, -71.0, -136.0, 103.0]		Rejected due to clashes.
8942	[179.0, 84.0, 77.0, -85.0]	-140.766179867586	Rejected due to high energy.
8943	[43.0, 31.0, -2.0, 70.0]	-140.637853057481	Rejected due to high energy.
8944	[115.0, 22.0, -99.0, 43.0]	-140.755495846383	Rejected due to high energy.
8945	[-68.0, -110.0, 20.0, -70.0]		Rejected due to clashes.
8946	[-149.0, 153.0, 16.0, -23.0]		Rejected due to clashes.
8947	[-147.0, -110.0, 30.0, -67.0]		Rejected due to clashes.
8948	[-131.0, 49.0, 25.0, 158.0]		Rejected due to clashes.
8949	[19.0, 59.0, -65.0, 38.0]		Rejected due to clashes.
8950	[-163.0, 117.0, 114.0, 68.0]	-140.480482354395	Rejected due to high energy.
8951	[-21.0, 29.0, 131.0, 12.0]		Rejected due to clashes.
8952	[145.0, -60.0, -139.0, -17.0]	-140.564627082233	Rejected due to high energy.
8953	[122.0, -69.0, 163.0, 135.0]		Rejected due to clashes.
8954	[-78.0, 103.0, -133.0, 94.0]		Rejected due to clashes.
8955	[34.0, 58.0, 75.0, -107.0]	-140.663818979195	Rejected due to high energy.
8956	[-148.0, 103.0, -7.0, 91.0]	-140.599676205125	Rejected due to high energy.
8957	[68.0, 79.0, -139.0, 162.0]		Rejected due to clashes.
8958	[-140.0, -96.0, 84.0, 48.0]		Rejected due to clashes.
8959	[-32.0, -101.0, -152.0, -2.0]		Rejected due to clashes.
8960	[-11.0, -114.0, 0.0, -143.0]		Rejected due to clashes.
8961	[147.0, 36.0, 89.0, -78.0]	-140.770761772906	Rejected due to high energy.
8962	[-148.0, -94.0, 63.0, 170.0]	-140.750743801037	Rejected due to high energy.
8963	[-119.0, 103.0, 158.0, -56.0]		Rejected due to clashes.
8964	[-23.0, -160.0, 33.0, 106.0]		Rejected due to clashes.
8965	[0.0, -8.0, -16.0, 145.0]		Rejected due to clashes.
8966	[124.0, -173.0, -104.0, -91.0]	-140.729489274019	Rejected due to high energy.
8967	[-131.0, 157.0, -115.0, -155.0]		Rejected due to clashes.
8968	[10.0, 106.0, 89.0, 19.0]		Rejected due to clashes.
8969	[-95.0, 143.0, -47.0, 136.0]		Rejected due to clashes.
8970	[-65.0, -85.0, 159.0, -147.0]		Rejected due to clashes.
8971	[-11.0, -70.0, -130.0, 58.0]		Rejected due to clashes.
8972	[81.0, -69.0, 99.0, 14.0]		Rejected due to clashes.
8973	[42.0, -7.0, -68.0, 135.0]		Rejected due to clashes.
8974	[-5.0, -25.0, 2.0, -110.0]		Rejected due to clashes.
8975	[-130.0, 147.0, -176.0, -136.0]		Rejected due to clashes.
8976	[51.0, 155.0, -81.0, -66.0]		Rejected due to clashes.
8977	[-103.0, 151.0, -69.0, -19.0]		Rejected due to clashes.
8978	[-24.0, -108.0, 120.0, -132.0]		Rejected due to clashes.
8979	[38.0, -72.0, 66.0, -136.0]		Rejected due to clashes.
8980	[-14.0, 2.0, -26.0, 29.0]		Rejected due to clashes.
8981	[-131.0, 103.0, -119.0, -166.0]		Rejected due to clashes.
8982	[99.0, 13.0, -130.0, -33.0]		Rejected due to clashes.
8983	[-92.0, 31.0, 115.0, 55.0]		Rejected due to clashes.
8984	[-36.0, -62.0, 92.0, -15.0]		Rejected due to clashes.
8985	[-159.0, 122.0, -69.0, -48.0]		Rejected due to clashes.
8986	[-154.0, -26.0, -84.0, -179.0]		Rejected due to clashes.
8987	[-107.0, 62.0, -36.0, -47.0]		Rejected due to clashes.
8988	[50.0, -105.0, 1.0, -31.0]		Rejected due to clashes.
8989	[97.0, -87.0, -141.0, 144.0]		Rejected due to clashes.
8990	[-54.0, 22.0, 150.0, 163.0]		Rejected due to clashes.
8991	[-12.0, 83.0, -146.0, -22.0]		Rejected due to clashes.
8992	[-28.0, -50.0, -70.0, -139.0]		Rejected due to clashes.
8993	[43.0, -113.0, -58.0, -98.0]		Rejected due to clashes.
8994	[-103.0, -5.0, 74.0, 174.0]		Rejected due to clashes.
8995	[15.0, 138.0, 171.0, 41.0]		Rejected due to clashes.
8996	[17.0, 53.0, -159.0, 47.0]		Rejected due to clashes.
8997	[145.0, -62.0, -123.0, 44.0]	-140.675002575388	Rejected due to high energy.
8998	[152.0, 82.0, -85.0, 32.0]	-140.530360389346	Rejected due to high energy.
8999	[-38.0, -176.0, 114.0, -28.0]		Rejected due to clashes.
9000	[102.0, 153.0, 86.0, 0.0]		Rejected due to clashes.
9001	[14.0, 111.0, 173.0, 131.0]		Rejected due to clashes.
9002	[10.0, 142.0, -123.0, 96.0]		Rejected due to clashes.
9003	[-37.0, -88.0, -122.0, 82.0]		Rejected due to clashes.
9004	[-23.0, 169.0, -119.0, 110.0]		Rejected due to clashes.
9005	[42.0, 46.0, 74.0, 129.0]	-140.755987872901	Rejected due to high energy.
9006	[99.0, -160.0, 10.0, -105.0]	-140.680842821055	Rejected due to high energy.
9007	[-105.0, 74.0, -151.0, 172.0]		Rejected due to clashes.
9008	[0.0, -114.0, -68.0, -56.0]		Rejected due to clashes.
9009	[162.0, 76.0, 151.0, 33.0]		Rejected due to clashes.
9010	[-24.0, -106.0, 96.0, -156.0]		Rejected due to clashes.
9011	[81.0, 153.0, -125.0, -6.0]	-140.617063691303	Rejected due to high energy.
9012	[-51.0, -158.0, 45.0, -179.0]		Rejected due to clashes.
9013	[171.0, 146.0, 173.0, -39.0]		Rejected due to clashes.
9014	[20.0, 0.0, -19.0, -47.0]		Rejected due to clashes.
9015	[-18.0, 110.0, 179.0, -79.0]		Rejected due to clashes.
9016	[154.0, 168.0, 93.0, 34.0]		Rejected due to clashes.
9017	[-49.0, 40.0, 21.0, 71.0]		Rejected due to clashes.
9018	[58.0, -39.0, 138.0, 161.0]		Rejected due to clashes.
9019	[-101.0, -95.0, -174.0, 157.0]		Rejected due to clashes.
9020	[96.0, -11.0, -9.0, -148.0]		Rejected due to clashes.
9021	[-10.0, 39.0, 31.0, -112.0]		Rejected due to clashes.
9022	[172.0, 156.0, 51.0, -154.0]	-140.768478997234	Rejected due to high energy.
9023	[7.0, 151.0, 167.0, 161.0]		Rejected due to clashes.
9024	[-143.0, -82.0, 175.0, -63.0]		Rejected due to clashes.
9025	[-41.0, -113.0, 116.0, 168.0]		Rejected due to clashes.
9026	[44.0, -157.0, 10.0, -119.0]	-140.632059206135	Rejected due to high energy.
9027	[-8.0, 146.0, 66.0, 147.0]		Rejected due to clashes.
9028	[34.0, -10.0, -76.0, 126.0]		Rejected due to clashes.
9029	[-130.0, -41.0, -142.0, 106.0]		Rejected due to clashes.
9030	[45.0, -86.0, 79.0, -46.0]		Rejected due to clashes.
9031	[-13.0, 30.0, 84.0, 169.0]		Rejected due to clashes.
9032	[49.0, -36.0, 136.0, -84.0]		Rejected due to clashes.
9033	[157.0, -86.0, 148.0, 37.0]		Rejected due to clashes.
9034	[33.0, 88.0, 114.0, 92.0]		Rejected due to clashes.
9035	[23.0, -176.0, 76.0, 6.0]		Rejected due to clashes.
9036	[-84.0, 151.0, -15.0, 69.0]		Rejected due to clashes.
9037	[-84.0, -1.0, -45.0, 43.0]		Rejected due to clashes.
9038	[51.0, 53.0, -2.0, -70.0]		Rejected due to clashes.
9039	[-49.0, 125.0, 2.0, 105.0]		Rejected due to clashes.
9040	[-4.0, -94.0, -77.0, 123.0]		Rejected due to clashes.
9041	[162.0, 99.0, -21.0, -130.0]		Rejected due to clashes.
9042	[150.0, 21.0, 106.0, -48.0]	-140.620060266738	Rejected due to high energy.
9043	[177.0, 112.0, -88.0, -22.0]		Rejected due to clashes.
9044	[-152.0, 124.0, -66.0, 120.0]		Rejected due to clashes.
9045	[22.0, 11.0, -62.0, 120.0]		Rejected due to clashes.
9046	[-89.0, -157.0, -89.0, -79.0]		Rejected due to clashes.
9047	[178.0, -81.0, -5.0, -102.0]	-140.687974072649	Rejected due to high energy.
9048	[-116.0, -35.0, 9.0, 151.0]		Rejected due to clashes.
9049	[101.0, 153.0, 2.0, 177.0]		Rejected due to clashes.
9050	[-76.0, -142.0, -7.0, -11.0]		Rejected due to clashes.
9051	[105.0, -129.0, 139.0, -142.0]		Rejected due to clashes.
9052	[-48.0, 169.0, 120.0, 36.0]		Rejected due to clashes.
9053	[45.0, 37.0, -116.0, -93.0]	-140.65092761533	Rejected due to high energy.
9054	[-3.0, -15.0, 81.0, 61.0]		Rejected due to clashes.
9055	[-167.0, -38.0, 80.0, -82.0]	-140.772672301737	Rejected due to high energy.
9056	[-114.0, 115.0, 83.0, 3.0]		Rejected due to clashes.
9057	[137.0, -136.0, 65.0, 52.0]	-140.670886141019	Rejected due to high energy.
9058	[-109.0, -84.0, 161.0, -69.0]		Rejected due to clashes.
9059	[30.0, 29.0, 55.0, 158.0]	-140.41782589063	Rejected due to high energy.
9060	[39.0, 117.0, 33.0, -63.0]		Rejected due to clashes.
9061	[93.0, -62.0, 161.0, -124.0]		Rejected due to clashes.
9062	[-129.0, 34.0, -56.0, 19.0]		Rejected due to clashes.
9063	[76.0, 0.0, 173.0, -3.0]		Rejected due to clashes.
9064	[-54.0, -22.0, -14.0, -57.0]		Rejected due to clashes.
9065	[158.0, -108.0, -54.0, -152.0]		Rejected due to clashes.
9066	[-32.0, 154.0, 7.0, 118.0]		Rejected due to clashes.
9067	[-75.0, 93.0, -17.0, 107.0]		Rejected due to clashes.
9068	[-169.0, 66.0, 101.0, -72.0]	-140.696218500738	Rejected due to high energy.
9069	[-65.0, 138.0, -131.0, 17.0]		Rejected due to clashes.
9070	[77.0, 86.0, -19.0, -107.0]	-140.632249424236	Rejected due to high energy.
9071	[170.0, -152.0, 107.0, 156.0]		Rejected due to clashes.
9072	[161.0, 36.0, 14.0, -157.0]	-140.734615291123	Rejected due to high energy.
9073	[-180.0, -169.0, 153.0, -3.0]		Rejected due to clashes.
9074	[-123.0, 104.0, 9.0, -101.0]		Rejected due to clashes.
9075	[7.0, -107.0, 51.0, 24.0]		Rejected due to clashes.
9076	[31.0, -154.0, 25.0, 172.0]		Rejected due to clashes.
9077	[148.0, 17.0, 37.0, -106.0]	-140.733263304382	Rejected due to high energy.
9078	[-109.0, -19.0, 134.0, -101.0]		Rejected due to clashes.
9079	[-119.0, -161.0, 68.0, -101.0]		Rejected due to clashes.
9080	[136.0, 126.0, 68.0, 58.0]	-140.67678853835	Rejected due to high energy.
9081	[-39.0, 171.0, -74.0, -68.0]		Rejected due to clashes.
9082	[12.0, 88.0, 106.0, -130.0]		Rejected due to clashes.
9083	[-142.0, -124.0, 89.0, -112.0]		Rejected due to clashes.
9084	[10.0, 179.0, -82.0, -170.0]		Rejected due to clashes.
9085	[-144.0, -179.0, -74.0, 25.0]		Rejected due to clashes.
9086	[-93.0, 139.0, 2.0, -140.0]		Rejected due to clashes.
9087	[-121.0, 60.0, 145.0, -26.0]		Rejected due to clashes.
9088	[54.0, -114.0, -159.0, 41.0]		Rejected due to clashes.
9089	[70.0, -80.0, 131.0, -129.0]		Rejected due to clashes.
9090	[-166.0, -44.0, -76.0, 75.0]		Rejected due to clashes.
9091	[-173.0, 69.0, 25.0, -154.0]	-140.725779739657	Rejected due to high energy.
9092	[6.0, -159.0, -52.0, 29.0]		Rejected due to clashes.
9093	[-126.0, -139.0, 43.0, 27.0]	-140.650870785155	Rejected due to high energy.
9094	[44.0, -20.0, -130.0, -69.0]		Rejected due to clashes.
9095	[10.0, 179.0, -138.0, 17.0]		Rejected due to clashes.
9096	[-39.0, -75.0, -135.0, 103.0]		Rejected due to clashes.
9097	[153.0, -158.0, -123.0, 144.0]		Rejected due to clashes.
9098	[83.0, -25.0, -93.0, 93.0]	-140.695141588173	Rejected due to high energy.
9099	[38.0, -70.0, -8.0, 141.0]		Rejected due to clashes.
9100	[-39.0, -43.0, 106.0, -15.0]		Rejected due to clashes.
9101	[-117.0, 11.0, -108.0, 53.0]		Rejected due to clashes.
9102	[177.0, 130.0, 135.0, 71.0]		Rejected due to clashes.
9103	[-179.0, -148.0, 45.0, 142.0]	-140.67962754257	Rejected due to high energy.
9104	[136.0, 172.0, -36.0, 104.0]	-140.700474758561	Rejected due to high energy.
9105	[45.0, -99.0, 45.0, 4.0]		Rejected due to clashes.
9106	[-164.0, 114.0, -175.0, 25.0]		Rejected due to clashes.
9107	[-135.0, 5.0, -166.0, -83.0]		Rejected due to clashes.
9108	[-18.0, 1.0, -6.0, 111.0]		Rejected due to clashes.
9109	[151.0, -119.0, -147.0, 144.0]		Rejected due to clashes.
9110	[-144.0, -127.0, -57.0, -125.0]		Rejected due to clashes.
9111	[116.0, 21.0, 121.0, 64.0]		Rejected due to clashes.
9112	[-7.0, -149.0, -50.0, -9.0]		Rejected due to clashes.
9113	[58.0, 55.0, -23.0, -34.0]		Rejected due to clashes.
9114	[161.0, 5.0, 8.0, -91.0]	-140.603658610028	Rejected due to high energy.
9115	[44.0, 113.0, 133.0, -18.0]		Rejected due to clashes.
9116	[-165.0, -126.0, 15.0, 80.0]		Rejected due to clashes.
9117	[122.0, 128.0, -93.0, -152.0]	-140.774356917401	Rejected due to high energy.
9118	[-157.0, 8.0, -86.0, -27.0]		Rejected due to clashes.
9119	[-78.0, 70.0, -34.0, 89.0]		Rejected due to clashes.
9120	[-81.0, 63.0, 12.0, 85.0]		Rejected due to clashes.
9121	[-164.0, -166.0, 140.0, -10.0]		Rejected due to clashes.
9122	[-92.0, -127.0, 119.0, 104.0]		Rejected due to clashes.
9123	[-118.0, 143.0, 17.0, -108.0]		Rejected due to clashes.
9124	[-151.0, -147.0, 61.0, -161.0]	-140.63645911677	Rejected due to high energy.
9125	[-142.0, -4.0, 34.0, -163.0]		Rejected due to clashes.
9126	[15.0, 6.0, -29.0, -131.0]		Rejected due to clashes.
9127	[-86.0, -97.0, -65.0, 145.0]		Rejected due to clashes.
9128	[-52.0, 85.0, -101.0, -79.0]		Rejected due to clashes.
9129	[109.0, -16.0, 112.0, -2.0]		Rejected due to clashes.
9130	[-4.0, 164.0, 93.0, 96.0]		Rejected due to clashes.
9131	[-6.0, 164.0, 161.0, 155.0]		Rejected due to clashes.
9132	[-23.0, 170.0, 52.0, -122.0]		Rejected due to clashes.
9133	[-79.0, -6.0, 46.0, 4.0]		Rejected due to clashes.
9134	[47.0, -92.0, 113.0, -27.0]		Rejected due to clashes.
9135	[-11.0, 28.0, -100.0, 11.0]		Rejected due to clashes.
9136	[-175.0, 96.0, 141.0, -132.0]		Rejected due to clashes.
9137	[-39.0, -127.0, 123.0, -158.0]		Rejected due to clashes.
9138	[-103.0, -131.0, 174.0, -83.0]		Rejected due to clashes.
9139	[104.0, -6.0, 137.0, 36.0]		Rejected due to clashes.
9140	[172.0, 120.0, -119.0, -167.0]		Rejected due to clashes.
9141	[173.0, 173.0, 83.0, 27.0]		Rejected due to clashes.
9142	[-70.0, -179.0, -73.0, 175.0]		Rejected due to clashes.
9143	[119.0, 39.0, -21.0, -144.0]		Rejected due to clashes.
9144	[-77.0, 46.0, 117.0, -145.0]		Rejected due to clashes.
9145	[-101.0, 7.0, -132.0, -59.0]		Rejected due to clashes.
9146	[-87.0, -35.0, 16.0, -123.0]		Rejected due to clashes.
9147	[69.0, -39.0, -64.0, 45.0]		Rejected due to clashes.
9148	[-157.0, 35.0, -139.0, -49.0]		Rejected due to clashes.
9149	[171.0, -120.0, 28.0, 73.0]	-140.728264788427	Rejected due to high energy.
9150	[-63.0, 15.0, 64.0, -47.0]		Rejected due to clashes.
9151	[17.0, -25.0, 104.0, 18.0]		Rejected due to clashes.
9152	[87.0, -150.0, 161.0, -76.0]		Rejected due to clashes.
9153	[115.0, -145.0, -139.0, -127.0]	-140.715384116056	Rejected due to high energy.
9154	[7.0, -152.0, 36.0, 48.0]		Rejected due to clashes.
9155	[-15.0, 95.0, -25.0, 68.0]		Rejected due to clashes.
9156	[47.0, 97.0, -107.0, -147.0]	-140.72846958833	Rejected due to high energy.
9157	[53.0, 141.0, 76.0, 110.0]		Rejected due to clashes.
9158	[22.0, -9.0, -164.0, 152.0]		Rejected due to clashes.
9159	[-36.0, -30.0, -160.0, -140.0]		Rejected due to clashes.
9160	[107.0, -64.0, -115.0, -143.0]	-140.760072008146	Rejected due to high energy.
9161	[39.0, 101.0, -171.0, 72.0]		Rejected due to clashes.
9162	[-19.0, 101.0, -46.0, 0.0]		Rejected due to clashes.
9163	[144.0, -111.0, -158.0, -30.0]		Rejected due to clashes.
9164	[73.0, 30.0, 95.0, 34.0]		Rejected due to clashes.
9165	[-117.0, 159.0, 4.0, 91.0]		Rejected due to clashes.
9166	[160.0, -105.0, -25.0, -59.0]	-140.585389963396	Rejected due to high energy.
9167	[-4.0, 51.0, 46.0, -100.0]		Rejected due to clashes.
9168	[178.0, -23.0, -153.0, -136.0]	-140.459724468594	Rejected due to high energy.
9169	[14.0, -125.0, -33.0, 100.0]		Rejected due to clashes.
9170	[90.0, -16.0, 96.0, -72.0]	-140.724486962501	Rejected due to high energy.
9171	[66.0, -27.0, -48.0, 58.0]		Rejected due to clashes.
